Colonne1;year;record_number;pages;catalogue_title;authors
74055;1949;74088;[19];UNESCO's contribution to libraries reconstruction and development;
74055;1949;74089;[30];Children's communities;
74055;1949;74090;[21];A Colonial Arts Council?;Huxley, Julian
74055;1949;74091;[21];India's health is her job;Behrman, Daniel
74055;1949;74092;[22];Education: UNESCO's programme;Beeby, Clarence Edward
74055;1949;74093;[22];The Viani Associated Project;
74055;1949;74094;[23];Seminars in 1950: an announcement by the Director-General;
74055;1949;74095;[23];What is UNESCO doing for: adults, children, universities, child war victims;
74055;1949;74096;[24];Reconstruction still comes first;
74055;1949;74097;[25];Work camps for peace;
74055;1949;74099;[26];UNESCO fellows report progress;
74055;1949;74100;[26];Les chemins de la paix;
74055;1949;74101;[27];Study abroad covers world fellowship field;
74055;1949;74102;[27];Experts to discuss exchanges;
74055;1949;74103;[28];The Outlook for social science;Ramos, Arthur
74055;1949;74104;[28];Social science: organizing research;
74055;1949;74105;[28];UNESCO plans world census of works on social science;Godchot, J.E.
74055;1949;74106;[29];Half the world's population is illiterate;
74055;1949;74107;[30];Arts and letters: UNESCO's programme;Piovene, Guido
74055;1949;74108;[30];Art in general education;
74055;1949;74109;[30];The Museums Division;
74055;1949;74110;[31];A Tribute to Frédéric Chopin;
74055;1949;74111;[31];Freedom of the artist;
74055;1949;74112;[31];Libraries' task in community education;
74055;1949;74114;[32];Art in Central America;Enquin, Ricardo
74116;1949;74117;[2];In Brazil educators stirred by new approach to continental campaign against illiteracy;
74116;1949;74118;[3];Concentrated programme' for UNESCO urged by delegates to 4th General Conference;
74116;1949;74119;[3, 4];There must be no question of a devaluation of UNESCO;Lombard, Robert
74116;1949;74120;[4];The Duties of the State in regard to education, science and culture;
74116;1949;74121;[5];Universal rights: UNESCO exhibition opens in Paris October - December 1949;
74116;1949;74122;[6, 7];The Rights of man through the ages;
74116;1949;74123;[8];The Universal Declaration;
74116;1949;74124;[9, 10];An Act of self-examination: past endeavours future action;
74116;1949;74125;[11];Greek refugees must have aid before the winter;
74116;1949;74126;[12];Saving our resources;Sam, Eleen
74116;1949;74128;[12];Cartoons and films in China;
74116;1949;74129;[13];Universal Declaration of Human Rights: text adopted on December 10, 1948 by the General Assembly of the United Nations;
74130;1949;74131;[2];National Commissions draw blueprint for Florence Meeting;Mc Phee, Lorna
74130;1949;74132;[2];One hundred non-governmental organizations now working with UNESCO;Hercik, V.
74130;1949;74133;[3];Budget for 1950 8,000,000 dollars;
74130;1949;74134;[3];Les chapitres du budget;
74130;1949;74136;[4, 5];UNESCO clears the way for Florence;
74130;1949;74137;[5];United Nations Day, 24 October;
74130;1949;74139;[6, 7];Tasks for world understanding defined at UNESCO international debate;Bidault, Georges|Niebuhr, Reinhold|Fombona, E. Zerega|Piaget, Jean|Hercik, F.|Dupreel, Eugène Gustave|Russell, Bertrand
74130;1949;74140;[6];Dans le coeur d'un homme on peut trouver tous les hommes;Bidault, Georges
74130;1949;74141;[7];La sensibilité humaine;Fombona, E. Zerega
74130;1949;74142;[7];Désarmement moral;Siassi, Recteur
74130;1949;74143;[6];L'action culturelle et spirituelle est liée au pouvoir politique et militaire;Niebuhr, Reinhold
74130;1949;74144;[7];L'amour de la paix;Hercik, E.
74130;1949;74146;[6];Un étendard international pour les écoles !;Russell, Earl
74130;1949;74147;[7];Symbiose sociale;Dupreel, Eugène Gustave
74130;1949;74148;[8];A Sightless soldier works for the blind;Behrman, Daniel
74130;1949;74149;[8];Has UNESCO anything to declare?;
74130;1949;74150;[9];Integration is keynote of UNESCO's 1950 education programme;Cheng Chi-Pao
74130;1949;74151;[9];Professor Jean Piaget, psychologist and educator;
74130;1949;74152;[9];Dr. Beeby: an appreciation;
74130;1949;74154;[10];Experts review educational interchange programmes;
74130;1949;74155;[10];UNESCO's exchange of persons programme to be extended in 1950;
74130;1949;74156;[10];"Bari holds a ""UNESCO Day""";
74130;1949;74157;[11];Pattern of UNESCO's reconstruction work for 1950;Drzewieski, Bernard
74130;1949;74158;[11];Press, radio, film;
74130;1949;74159;[12, 13];Why we fight;
74130;1949;74160;[12];Trygve Lie commends UNESCO's work for Palestine refugees;
74130;1949;74161;[13];Appeal on behalf of Greek children;
74130;1949;74162;[12, 13];Appeal on behalf of refugee children in the Middle East;
74130;1949;74163;[14];The Question of race and the democratic world;Ramos, Arthur
74130;1949;74164;[14];Political scientists form first international association;
74130;1949;74165;[15];"Scientists ""in front line""";
74130;1949;74166;[16];UNESCO's cultural activities;
74130;1949;74167;[16];Art and education;Thomas, Trevor
74130;1949;74168;[16];UNESCO catalogue lists recorded works of Chopin;
74130;1949;74169;[17];Case dei bambini became model for the world;
74130;1949;74170;[17];Italy's damaged art treasures are losing their scars;
74130;1949;74171;[18, 19];UNESCO's Germany, Japan programmes endorsed by General Conference;
74130;1949;74173;[19];Illiteracy and hunger: twin evils of Asia;
74130;1949;74174;[20];The Work of the General Conference as viewed by delegates;
74130;1949;74175;[20];"Student groups ""behind the scenes"" at UNESCO Conference";Skaff, Georges N.
74130;1949;74176;[21];English architect designed human rights exhibition;
74130;1949;74177;[22];New charter defines code for Latin American universities;
74130;1949;74178;[22];Congress of Americanists extends international cultural ties;
74130;1949;74179;[22];Latin American organizations to tell U.N. story;
74130;1949;74180;[23];Children of the street: urgent problem of post-war child vagrants studied at Charleroi Conference;
74130;1949;74181;[23];Folk arts must be saved;
74130;1949;74182;[24];"Florence ""where the spirit lives"" will welcome UNESCO in May 1950";Lardera, Berto
74184;1949;74185;[3];Folk arts in the path of civilization;Métraux, Alfred
74184;1949;74186;[4];Preserving cultural values in a changing world;Mayoux, Jean Jacques
74184;1949;74187;[4];"Index translationum: a ""Bible"" for publishers, writers and translators";
74184;1949;74189;[5];War broke fabric but not the spirit of Rennes University;
74184;1949;74190;[5];Spreading science throughout the world;
74184;1949;74192;[6, 7];Mysore: a new hope for an old continent;
74184;1949;74193;[8];"Educators must help establish ""techniques of peace""";
74184;1949;74194;[8];Operation T.I.C.E.R.: the story of volunteers in the front line of educational reconstruction;
74184;1949;74195;[9];Portrait of a people;
74184;1949;74196;[10];UNESCO Radio Caravan to record post-war children's story;
74184;1949;74198;[10];A Magic carpet for children;
74184;1949;74199;[10];The Public library;
74184;1949;74200;[10];Le bébé pèse deux tonnes;
74184;1949;74203;[11];"UNESCO seminars are guiding ""world community"" educators";
74184;1949;74205;[11];Arthur Ramos, 1903-1949;
74184;1949;74206;[12];"Ancient treasures: their conservation and restoration, ""trustee"" countries must safeguard mankind's artistic heritage";
74946;1950;74217;[3];L'UNESCO définit les bases de sa coopération avec les Organisations régionales;
74946;1950;74218;[3];Great Unescan becomes head of Executive Board;
74946;1950;74221;[4];"The First ""Human Rights"" anniversary";
74946;1950;74222;[4];The Doctor who opened a new door to education;
74946;1950;74224;[5];World task seen through eyes of youth;
74946;1950;74228;[8];Amabel Williams-Ellis;
74946;1950;74230;[9];La Déclaration des droits de la femme à l'éducation et à la culture prend le sens d'un appel;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
74946;1950;74236;[11];An Answer for the future;
74968;1950;74242;[3];Mexican education centre will serve a continent;
74968;1950;74243;[3];Dr Mendez-Pereira to direct first UNESCO regional office;
74968;1950;74244;[4];Testimony of the twentieth century pioneers;
74968;1950;74246;[4];UNESCO-IBE: a partnership working to improve world education;
74968;1950;74247;[4];Human rights message will be spread by travelling exhibition;
74968;1950;74253;[10];Helping world's engineers to speak the same language;
74968;1950;74254;[10];Science is everyone's business;
74968;1950;74255;[10];Has the twentieth century room for Malthus?;Mayer, André
74968;1950;74256;[11];The Slaves who claimed their rights as men;
74968;1950;74257;[11];Some anniversaries during February 1950;
74968;1950;74258;[11];A Young republic wants to join UNESCO;
74977;1950;74261;[2];UNESCO helps educational films over frontier barriers;
74977;1950;74263;[2];(Julian Huxley);
74977;1950;74265;[3];Guide books to a better way of life;
74977;1950;74266;[4];Three months progress in UNESCO's world task;
74977;1950;74268;[4];Dr. W.H.C. Laves resigns his post as Deputy Director-General of UNESCO;
74977;1950;74271;[6, 7];"Men against the desert: a new Sahara 'garrison'; the desert scientists";Calder, Ritchie
74977;1950;74272;[7];Goodbye to another illusion: the rainless desert;Calder, Ritchie
74977;1950;74273;[7];Ploughshares have replaced rifles in the Sahara;Calder, Ritchie
74977;1950;74275;[8];In a Vienna kindergarten handicapped children can be 'the lucky ones';
74977;1950;74276;[8];A 'Ray of sunshine' in the laboratory;
74977;1950;74277;[8];UNESCO reports on one year's reconstruction;
74977;1950;74280;[9];What is pneumonoultramicroscopicsilicovolcanokoniosis?;
74977;1950;74282;[10];It happened in March...;
74977;1950;74285;[11];A Better chance for young composers;
81286;1950;74288;[2];UNESCO acts to free books, art, films from customs charges;
81286;1950;74292;[3];The Teacher's words...;
81286;1950;74293;[3];Films teach a new lesson at Shih Tze Hsiang;
81286;1950;74294;[4];Youth has a plan and a stake in building a new world;
81286;1950;74297;[4];Executive Board reviews UNESCO work plan for 1951;
81286;1950;74298;[4];A Royal visitor to UNESCO House;
81286;1950;74300;[5];Technical assistance: a two-way traffic;Buck, Pearl S.
81286;1950;74301;[6];The Twentieth century cares relatively little for the creators of those same works of art to which it attaches such importance;
81286;1950;74304;[6];Artists: how they live is nobody's business;
81286;1950;74305;[7];To free art, first free mens' minds;
81286;1950;74313;[9];Men who fight for world's right to health;
81286;1950;74314;[9];Science and man: 1950;
81370;1950;74321;[2];A Hundred groups with a common aim;
81370;1950;74323;[2];Tributes to two great internationalists;
81370;1950;74329;[5];Italy, host to UNESCO's Conference, welcomes M. Torres Bodet;
81370;1950;74331;[6, 7];The World laughs at different things;
81370;1950;74334;[9];The Lesson became a crusade;
81370;1950;74335;[9];Two new UNESCO science services;
81370;1950;74337;[10];Film news in brief;
81400;1950;74352;[4];Scattered Arab manuscripts collected and microfilmed;
81475;1950;74378;[3];What is not good for humanity as a whole cannot be good for any nation, race or individual;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
81475;1950;74381;[6];Six new UNESCO Executive Board members elected by the General Conference;
81475;1950;74391;[11];Food and people booklets aid educational drive in U.S.;
81475;1950;74396;[13];Dutch painters put sky views on canvas;
81475;1950;74398;[13];It happened in July;
81475;1950;74402;[15];It happened in August;
81543;1950;74404;[2];A Hundred groups with a common aim;
81543;1950;74408;[3];ECOSOC resolution on Korea: UNESCO Executive Board meets;
81543;1950;74416;[8];Study of Brazilian ethnic groups will help UNESCO to fight race prejudice;
81543;1950;74423;[12];The Sign on the front door;Tabbush, Yvonne
81564;1950;74441;[10];Europe's orphans learn to live again and to laugh;
81564;1950;74442;[10];UNESCO - CARE Programme is helping war hit libraries;
81564;1950;74444;[11];It happened in October;
81592;1950;74450;[2];Educators seek answers to problems of primary schools in the Americas;
81592;1950;74461;[8];UNESCO asks five nations to aid in high altitude research work;
81592;1950;74468;[11];It happened in November...;
81616;1950;74472;[2];Committee for UNESCO activities established in Western Germany;
81616;1950;74473;[2];The Making of the first peace pipe;
81616;1950;74477;[3];Prominent American educator to become new Deputy Director-General of UNESCO;
81616;1950;74478;[5];To help all men forsee a future;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
81616;1950;74489;[8];Films: a universal medium to propagate a Universal Declaration;
81616;1950;74496;[11];It happened in December...;
81616;1950;74499;[3];The Universal Declaration of Human Rights;
73774;1948;74502;[1, 2];Work-plan for Germany prepared by Secretariat;
73790;1948;74503;[1, 3];Museum directors gather at first World Conference;
73809;1948;74504;[3];Pacific Science Congress given UNESCO grant;
73809;1948;74505;[3];Emergency Credits Plan studied;
74589;1951;74591;[6];The Arts are not just a pleasant pastime;Ziegfeld, Edwin
74589;1951;74592;[6, 7];Do it your own way;Fradier, Georges
74589;1951;74593;[10];Child art as a growing force in education;Gaitskell, C.D.
74589;1951;74594;[11];Stories in clay by children under ten;El-Bassiouny, Mahmoud
74589;1951;74596;[12];Paris: how 80 children aged 9-14 see the capital of France;
74589;1951;74597;[5, 6, 7, 8, 9, 11, 12];Children as creative artists;
74589;1951;74598;[3, 4];"The 1951 General Conference of UNESCO: ""a meeting of great decisions""";
74589;1951;74599;[13];Fundamental particles: what are they?;Freeman, Ira M.
74589;1951;74600;[13];The Modern calculating machine: an aid to man in his fight for progress;Goldsmith, Maurice
74589;1951;74601;[14];The Right to free and compulsory education;Debiesse, Jean
74589;1951;74602;[15];The Paradox of British humour;Matthews, Ronald|Bret, P.L.
74589;1951;74603;[14];Science and newsprint;
74589;1951;74604;[16];Honourable Miss Doll is more than just a toy for Japanese children;
74696;1951;74606;[3];The Italian film: a mirror of mankind's social responsibility;Chiarini, Luigi
74696;1951;74607;[4];The British film: showing the people of England as they really are;Powell, Dilys
74696;1951;74608;[5];The Feature carries on the documentary tradition;Balcon, Sir Michael
74696;1951;74610;[6];The American film: more than just sex and gangsters, a trend toward social dramas exposing prejudice and injustice;Crowther, Bosley
74696;1951;74611;[7];There are Oscars, cups, and plaques galore, but here is a film award with a real purpose;Watts, Stephen
74696;1951;74613;[8, 9];Children's films: for grown-ups only?;Bloch-Michel, Jean
74696;1951;74616;[10];The First cinematic encyclopaedia: French thought in pictures;Hacquard, Yves
74696;1951;74617;[11];"Mr. Film censor: ""Must everything in the garden be lovely""?";Spaak, Charles
74696;1951;74618;[12, 13];Thanks to the cine-camera, scientists are uncovering a strange, unknown world;Goldsmith, Maurice
74696;1951;74619;[14, 15];The News reel camera: around the world in 15 minutes;Soljak, Philip L.
74696;1951;74620;[16];What happens to art films?;Fradier, Georges
74672;1951;74625;[2, 3];To combine our efforts...;Benito, José de
74672;1951;74626;[4];Specialized Agencies carry out much of the United Nations' practical work;
74672;1951;74627;[5];Three major United Nations tasks in the economic and social fields;
74672;1951;74628;[6, 7];Don't trust the Valonanians;Fradier, Georges
74672;1951;74630;[8, 9, 10];Modern archaeologists 'dig' from aeroplanes;O'Farrell, Richard
74672;1951;74632;[11];In the frigid realms of absolute zero;Freeman, Ira M.
74639;1951;74637;[2, 3];Cultural development on a regional basis;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
74639;1951;74643;[6, 7];Libya: the United Nations helps a new state to prepare for independence;
74639;1951;74644;[8];Teaching of collective security aided by UNESCO pamphlets;
74639;1951;74645;[9];A New message of world unity;
74639;1951;74646;[10];Astronautics: the new science of space travel;Goldsmith, Maurice
74639;1951;74647;[10];Has the universe a future?;Freeman, Ira M.
74639;1951;74648;[11];Inter-American Cultural Council plans educational campaign for a continent;Dard, Michel
74673;1951;74651;[2, 11];The Implementation of the Universal Declaration;Cassin, René
74673;1951;74653;[3];UNESCO joins in United Nations' efforts to make Human Rights Declaration a living reality;UNESCO. Director-General, 1948-1952 (Torres Bodet, Jaime)
74673;1951;74656;[2];The Universal Declaration of Human Rights;Padilla Nervo, Luis
74673;1951;74657;[4];Not an age of atoms but of welfare for all;Toynbee, Arnold Joseph
74673;1951;74658;[5];Culture must be one of the foundations for world understanding;Einstein, Albert
74673;1951;74659;[6];Education and human rights;Elvin, Herbert Lionel
74673;1951;74660;[7];Millions of women have still to win equality;Fradier, Georges
74673;1951;74661;[8, 9];Woman's struggle to attain her rights;Massane, Michèle
74673;1951;74662;[10];The Recognition of man's economic rights;Myrdal, Gunnar
74673;1951;74663;[11];Four supreme human freedoms;Watson Watt, Sir Robert
74673;1951;74664;[12];Freedom of information: a collective right;Terrou, Fernand
74673;1951;74665;[14];The Authority of the Universal Declaration;
74673;1951;74666;[16];You have the right to live in a quiet, happy world;
46076;1978;74794;[4, 5, 6, 7, 8];The Flowering of Slav culture;Markov, Dmitri
74925;1987;74911;[5, 6];Learning to live;Friderich, Nicole
74925;1987;74912;[7, 8, 9];A Perverse logic';Baudrillard, Jean
74925;1987;74913;[10, 11, 12, 13];How should we attack the drug problem?;Di Gennaro, Giuseppe
74925;1987;74915;[14, 15];The New world of artificial intelligence;Gregorio, Domenico de
74925;1987;74917;[16, 17, 18, 19];The Search for a thinking computer;Doi, Norihisa|Furukawa, Koichi|Fuchi, Kazuhiro
74925;1987;74918;[20, 21, 22, 23, 24];The City-builders of Islam;Sinaceur, Mohammad Allal
74925;1987;74919;[25, 26, 27, 28];Fighting words: the myth of the 'hereditary enemy';Blot, Jean
74925;1987;74921;[29];Society and the disabled;
74925;1987;74922;[30, 31, 32];Breaking down the barriers for visually handicapped children;Alves, Maria Adelaide Moreira de Morais
74925;1987;74923;[32, 33];Vuk Stefanovic Karadzic: profile of a great scholar;
74925;1987;74924;[34];A World congress on copyright teaching;Gaubiac, Yves
74946;1950;74948;[2];UNESCO in Latin America;
74946;1950;74949;[3];Avicenna, Bach, Balzac, Confucius: tributes to four great men planned for 1950 UNESCO Conference;UNESCO. General Conference Florence, Italy 1950 5th
74946;1950;74950;[4];December 10: a day to remember every day;
74946;1950;74951;[5];The Making of the first peace pipe: a tale from American Indian folk lore;
74946;1950;74952;[6, 7];Films bring art to the people;Urlik, J.P.
74946;1950;74954;[7];Science and the cinema: each helps the other;
74946;1950;74957;[8];"A ""Prescription"" for children's science books";
74946;1950;74958;[9];A Child's education begins twenty years before he is born: women's access to education;
74946;1950;74959;[9];Using science and technology to transform nature's wastelands;International Union of Geodesy and Geophysics
74946;1950;74960;[10];What is race?;Kabir, Humayun
74946;1950;74961;[10];UNESCO aiming for quantity and quality in classics translations;
74946;1950;74962;[11];Old and new worlds meet at Royaumont;
74946;1950;74963;[12];José Clemente Orozco: mankind was his hero;Cassou, Jean
74968;1950;74969;[2];Thanks to some unusual child guidance methods... bad children in London find it's more fun to be good;
74968;1950;74970;[3];Report on the desert: Ritchie Calder begins special UNESCO project;
74968;1950;74971;[5];UNESCO seminar offers new hope for Asia's millions;
74968;1950;74972;[6];If you have three hand grenades...;
74968;1950;74973;[7];Facts replace fancy Japanese schoolbooks;
74968;1950;74974;[7];UNESCO seminars: a new approach to world history;
74968;1950;74975;[12];Young Egyptians find new beauty in the ancient clay of the Nile;
74977;1950;74978;[3];Where men group themselves in co-operative organizations economics and education go hand-in-hand;
74977;1950;74980;[5];To give new life to geography lessons a West African village comes to Paris;
76498;1987;76480;[4, 5, 6];The Notion of health;Gigase, Paul
76498;1987;76482;[7];"Let the days come in'; magic and medicine of the Maya";García Ruiz, Jesús F.
76498;1987;76483;[8, 9, 10, 11, 12];Does wealth equal health?;Lambert, Denis Clair
76498;1987;76484;[13, 14, 15];A Chance for every child;Rey, Michel
76498;1987;76485;[16, 17, 18, 19];Complementary medicine;Fulder, Stephen
76498;1987;76486;[20];Plant therapy in the fight against cancer;Xing Sishao
76498;1987;76487;[21, 22, 23, 24];Overdose;Peters, Georges
76498;1987;76488;[25, 26, 27];A Grand old age;Beregi, Edit
76498;1987;76489;[28, 29, 30, 31, 32];Tomorrow's medicine;Villedieu, Yanick
76498;1987;76490;[33, 34];Automation and microsurgery;Fedorov, Svyatoslav
76498;1987;76491;[30];The Challenge of AIDS;
76517;1987;76499;[4, 5, 6, 7, 8];An Age of exuberance, drama and disenchantment;Skrine, Peter
76517;1987;76500;[10];Three great domes;Argan, Giulio Carlo
76517;1987;76502;[11, 12, 13];The Musical offering;Basso, Alberto
76517;1987;76504;[14, 15, 16, 17];Spain: an art of gilt and pathos;Gallego, Julian
76517;1987;76505;[18];Baroque as a world philosophy;Glissant, Edouard
76517;1987;76506;[20, 21, 22];Sculpture, theatre of the sublime;Souchal, François
76517;1987;76507;[27, 28];The Stately heritage of Portuguese Baroque;França, José Augusto
76517;1987;76508;[30, 31, 32, 33];Italy: the great illusionists;Brejon de Lavergnée, Arnauld
76517;1987;76509;[34, 35];Latin America: 'a new form of self-expression';Zea, Leopoldo
76517;1987;76513;[36, 37, 38];The Angel with the arquebus;Rojas Mix, Miguel A.
76517;1987;76514;[39, 40, 41];Brazil: the triumph of O Aleijadinho;Telles, Augusto C. da Silva
76517;1987;76515;[42, 43, 44];Central Europe: the art of persuasion;Norberg-Schulz, Christian
76517;1987;76516;[46];Baroque in the Slav countries;Gatchev, Georgii Dmitrievitch
76585;1987;76518;[4, 5, 6, 7];"Sustainable development; conservation and development are two sides of the same coin";Droste, Bernd von
76585;1987;76529;[8, 9, 10, 11];The Urban maze;
76585;1987;76531;[12];Food for thought;
76585;1987;76533;[13, 14, 15];Return of the griffon;
76585;1987;76536;[16, 17];Nature and culture: a priceless heritage of universal value;
76585;1987;76538;[18, 19];Painting the future: using 'visual impact analysis', Swedish MAB scientists and artists are charting future change in their country's landscape;
76585;1987;76539;[20, 21, 22];Islands at risk;
76585;1987;76541;[23];Pirates, parasites and population, a case study;
76585;1987;76542;[24];Information please;
76585;1987;76543;[25, 26];The Canopy raft;
76585;1987;76544;[27, 28, 29];Mountain challenge;
76585;1987;76546;[30, 31];"Lake Baikal; the world's deepest lake holds one-fifth of the fresh water on the surface of the Earth";
76585;1987;76547;[31, 32];The Poetry of Ilya Chavchavadze;Bouatchidzé, Gaston|Glissant, Edouard
76585;1987;76548;[32, 33];Les Kurbas, founder of Ukrainian theatre;Kornienko, Nelly Nikolaevna
76585;1987;76549;[34];Food for all: the 'Paris Appeal';Coutsocheras, Yannis
76565;1987;76550;[4, 5, 6, 7];Plunging into the past: underwater archaeology, a new scientific discipline with a wide popular following;Flemming, Nicholas C.|Redknap, Mark
76565;1987;76551;[8, 9, 10];The Mediterranean, an underwater museum;Parker, Anthony J.
76565;1987;76552;[11];"The Madrague de Giens wreck; a Roman freighter yields its secrets";Tchernia, André
76565;1987;76553;[12, 13, 14];Ten great discoveries;
76565;1987;76554;[15, 16, 17, 18];Technology and the marine archaeologist;Mazel, Charles
76565;1987;76555;[23];Fair copies: modern replicas of ancient vessels;
76565;1987;76556;[24];Law and the underwater heritage;Prott, Lyndel V.|O'Keefe, Patrick J.
76565;1987;76557;[25];The Amphora war: looting of ancient shipwrecks is widespread, how can it be stopped?;
76565;1987;76558;[26, 27, 28, 29];"Jewels from the Crown; investigation of a 17th-century man-of-war in the Baltic";Einarsson, Lars
76565;1987;76559;[30, 31];Herod's great harbour;Raban, Avner
76565;1987;76560;[32, 33, 34];Beringia: a prehistoric 'intercontinental highway' between Asia and America;Dikov, Nikolai Nikolaevich
76565;1987;76561;[35, 36, 37];(Archaeology under water): reports from 6 countries;
76565;1987;76562;[38];Apollonia, a model port of Antiquity;
76667;1987;76567;[4, 5, 6, 7, 8, 9];Signs of a new individualism: the State, the family and the company in Japan today;Yamazaki, Masakazu
76667;1987;76568;[10, 11, 12, 13];Aiming high: Japan's demanding education system;Kurimoto, Kazuo
76667;1987;76647;[14, 15];A 'Communications society';Shiozaki, Yozo
76667;1987;76648;[16, 17, 18];The Art of making light work;Ishii, Motoko
76667;1987;76649;[18];Colours to whet the palate...;Tanizaki, Junichiro
76667;1987;76650;[21, 22, 23];Cities at one with nature;Berque, Augustin
76667;1987;76658;[24, 25];The Changing home: tradition and modernism in domestic architecture;Bourdier, Marc
76667;1987;76659;[26, 27, 28];A Large foreigner in search of space;Kirkup, James
76667;1987;76660;[31, 32, 33];"The High tech explosion; technological ingenuity, Japan's home-grown raw material";Kimura, Shigeru
76667;1987;76662;[34, 35, 36, 37];Confucius and capitalism;Morishima, Michio
76667;1987;76664;[38, 39, 40, 41];The Japanese and Western music;Futoransky, Luisa
76667;1987;76665;[41, 42, 43, 45, 46];Home thoughts from abroad: a Japanese writer in Paris reflects on his country's postwar literature;Hiraoka, Tokuyoshi
76667;1987;76666;[44];Two contemporary writers;Palmé, Dominique
77050;1988;76993;[4, 5, 6, 7];The Big Top: the modern circus, an international art;Coxe, Anthony Hippisley
77050;1988;77031;[8, 9];"The 'Hundred entertainments'; China's 2,000-year-old tradition of acrobatics";Huang Minghua
77050;1988;77032;[11, 12, 13];The Art of the impossible: a repertoire constantly renewed by courageous, versatile artists;Dauven, Lucien René
77050;1988;77033;[14, 15];The Little Top;Adoum, Jorge Enrique
77050;1988;77035;[17, 18];Self-portrait of a clown;Engibarov, Leonid Georgievitch
77050;1988;77036;[23];The Profession of laughter;Martchevski, Anatoli
77050;1988;77037;[24, 25, 26];Schools for artistes;Renevey, Monica J.
77050;1988;77038;[27, 28];The Freedom of the ring;Fratellini, Annie
77050;1988;77046;[31, 32, 33, 34];As American as apple pie': the art of the circus spectacular;Saxon, A.H.
77050;1988;77048;[34];The Rubber man;Mikhaïl, Alfred
77050;1988;77049;[35, 36, 37, 38];A Topsy turvy world;Pereira, Manuel
77733;1988;77712;[4, 5, 6, 7, 8];Man and animals;Gonseth, Marc Olivier
77733;1988;77714;[9, 10];Grandfather bear;Shnirelman, Viktor Aleksandrovich
77733;1988;77716;[11, 12, 13];People and pets;Friedmann, Erika
77733;1988;77718;[14, 15, 16, 17];A Horse named Hans;Serpell, James
77733;1988;77719;[18, 19, 20, 21];Why wildlife matters;Fitter, Richard
77733;1988;77726;[22, 23];The Wolf: a man-made scapegoat;Dubois, Daniel
77733;1988;77727;[24, 25];The Last refuge of the giant panda;Pan Wenshi
77733;1988;77729;[26, 27];"The Monkey and the leopard; an African folk tale";
77733;1988;77730;[28, 29, 30];Animals in Islam;Hamdan, Abdelhamid S.
77733;1988;77732;[31, 32, 33, 34];The Private life of the vampire bat and other surprising examples of animal behaviour;Dawkins, Marian Stamp
78126;1988;77892;[4, 5, 6, 7, 8];The Changing face of the life sciences;Gros, François
78126;1988;77894;[9, 10, 11, 12, 13, 14];A New world and a new era in world history;Uslar Pietri, Arturo
78126;1988;77898;[16, 17];San Francisco de Lima: a jewel of Latin American baroque art;Barbin, Christina
78126;1988;77899;[18, 19, 20, 21, 22];Towards the scientific re-awakening of Africa: dependence that is detrimental to progress;
78126;1988;77900;[23, 24, 25, 26];The Development crisis in Africa;
78126;1988;77902;[27, 28, 29];African cinema: a young and relatively unknown art;Wagner, Tereza|Ondobo, Claude
78126;1988;77904;[30, 31, 32];Sinan the Magnificent: the work of the great Turkish architect lives on, four centuries after his death;Kuran, Aptullah
78126;1988;77905;[33, 34];Sinan and Palladio: the parallel development of two master-builders;Besnier-Kiliçoglu, Selda
35706;1961;78182;[4, 5];Accidents: world's third worst killer;Candau, M.G.
62404;1963;78195;[4, 5, 6, 7, 8, 9];A Museum of the alphabet;Diringer, David
62706;1963;78198;[4, 5, 6, 7, 8, 9];For those in peril on the sea;Woodward, David
22703;1966;78221;[4, 5, 6, 7, 8, 9];1967: International Tourist Year;International Union of Official Travel Organizations
61953;1964;78357;[4, 5, 6, 7, 8, 9];World side story, pt. 3: a case of missing identity;Kvaraceus, William C.
15480;1966;78361;[4, 5, 6, 7, 8, 9];Our shrinking planet;Valters, Eric N.
23681;1966;78426;[4, 5, 6, 7, 8, 9];The Rains that did not come;
79179;1988;78966;[8, 9, 10, 11];The Compassionate eye;Bonnefoy, Yves
79179;1988;79073;[4, 5, 6, 7];"A Photographer's viewpoint; an interview with Wim Wenders";
79179;1988;79075;[12, 13, 14];Unvarnished portraits;Cruz Ramirez, Alfredo
79179;1988;79076;[15];Morhor: a time-spun art;Glissant, Edouard
79179;1988;79077;[16, 17];Archives of the Planet;
79179;1988;79078;[18, 19, 20, 21];A Global report on people at work;Salgado, Sebastião
79179;1988;79172;[22, 23, 24, 25];Pioneers of Soviet photography;
79179;1988;79176;[26, 27, 28];A Revolution in seeing';Hoy, Anne
79179;1988;79177;[30, 31];Reflected glory of the Taj Mahal;
79179;1988;79178;[32, 33];Impressions of Venice;Roger, Dominique
79384;1988;79183;[4];A New ethical outlook;UNESCO. Director-General, 1987-1999 (Mayor, F.)
79384;1988;79185;[6, 7, 8];Science, technology and human welfare;Yalow, Rosalyn Sussman
79384;1988;79189;[9, 10, 11, 12, 13];The New convergence of science and culture;Prigogine, Ilya
79384;1988;79191;[14, 15];The Labyrinth of knowledge;Blumberg, Baruch Samuel
79384;1988;79192;[16, 17, 18, 19, 20];Tomorrow's medicine;Dausset, Jean
